DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,FTOTBAL_CP,1,2020,-3924,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,FTOTBAL_CP,1,2021,-5353,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,FTOTBAL_CP,2,2020,-82,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,FTOTBAL_CP,2,2021,-1732,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,FTOTBAL_CP,9,2020,-4006,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,FTOTBAL_CP,9,2021,-7085,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFDEREG_TOT,1,2019,54241,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFDEREG_TOT,1,2020,46303,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFDEREG_TOT,1,2021,56591,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFDEREG_TOT,2,2019,47302,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFDEREG_TOT,2,2020,41394,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFDEREG_TOT,2,2021,50123,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFDEREG_TOT,9,2019,101543,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFDEREG_TOT,9,2020,87697,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFDEREG_TOT,9,2021,106714,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFREG_TOT,1,2019,70940,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFREG_TOT,1,2020,52525,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFREG_TOT,1,2021,60192,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFREG_TOT,2,2019,67333,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFREG_TOT,2,2020,50878,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFREG_TOT,2,2021,56735,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFREG_TOT,9,2019,138273,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFREG_TOT,9,2020,103403,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC4,TFREG_TOT,9,2021,116927,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,1,2019,1122,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,1,2020,1070,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,1,2021,1045,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,1,2022,2056,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,1,2023,1492,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,2,2019,1307,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,2,2020,984,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,2,2021,940,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,2,2022,2268,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,2,2023,1735,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,9,2019,2429,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,9,2020,2054,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,9,2021,1985,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,9,2022,4324,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,ACQCITIZ,9,2023,3227,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FBLOTHR,1,2019,-670,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FBLOTHR,1,2020,-478,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FBLOTHR,1,2021,-875,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FBLOTHR,2,2019,-461,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FBLOTHR,2,2020,-265,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FBLOTHR,2,2021,-771,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FBLOTHR,9,2019,-1131,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FBLOTHR,9,2020,-743,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FBLOTHR,9,2021,-1646,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,1,2019,70,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,1,2020,87,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,1,2021,91,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,1,2022,86,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,1,2023,90,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,2,2019,63,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,2,2020,67,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,2,2021,90,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,2,2022,83,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,2,2023,90,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,9,2019,133,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,9,2020,154,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,9,2021,181,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,9,2022,169,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEATH,9,2023,180,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,1,2019,34165,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,1,2020,34491,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,1,2021,34327,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,1,2022,34489,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,1,2023,35361,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,2,2019,39994,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,2,2020,40106,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,2,2021,39727,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,2,2022,40546,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,2,2023,40695,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,9,2019,74159,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,9,2020,74597,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,9,2021,74054,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,9,2022,75035,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEC_CP,9,2023,76056,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,1,2019,2315,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,1,2020,1870,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,1,2021,2162,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,1,2022,2027,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,1,2023,2168,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,2,2019,2577,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,2,2020,2236,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,2,2021,2352,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,2,2022,2395,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,2,2023,2489,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,9,2019,4892,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,9,2020,4106,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,9,2021,4514,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,9,2022,4422,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEREGM,9,2023,4657,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,1,2019,515,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,1,2020,349,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,1,2021,495,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,1,2022,438,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,1,2023,377,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,2,2019,605,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,2,2020,485,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,2,2021,614,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,2,2022,571,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,2,2023,542,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,9,2019,1120,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,9,2020,834,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,9,2021,1109,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,9,2022,1009,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDERGOTHC,9,2023,919,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEROTHR,1,2019,888,,,FILTER__ITC4,TIPO_DATO15__FDEROTHR_N1,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEROTHR,1,2020,552,,,FILTER__ITC4,TIPO_DATO15__FDEROTHR_N1,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEROTHR,1,2021,905,,,FILTER__ITC4,TIPO_DATO15__FDEROTHR_N1,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEROTHR,2,2019,611,,,FILTER__ITC4,TIPO_DATO15__FDEROTHR_N1,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEROTHR,2,2020,322,,,FILTER__ITC4,TIPO_DATO15__FDEROTHR_N1,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEROTHR,2,2021,782,,,FILTER__ITC4,TIPO_DATO15__FDEROTHR_N1,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEROTHR,9,2019,1499,,,FILTER__ITC4,TIPO_DATO15__FDEROTHR_N1,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEROTHR,9,2020,874,,,FILTER__ITC4,TIPO_DATO15__FDEROTHR_N1,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FDEROTHR,9,2021,1687,,,FILTER__ITC4,TIPO_DATO15__FDEROTHR_N1,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,1,2019,33417,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,1,2020,33689,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,1,2021,33709,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,1,2022,33983,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,1,2023,34784,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,2,2019,39813,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,2,2020,39831,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,2,2021,39546,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,2,2022,40371,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,2,2023,40534,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,9,2019,73230,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,9,2020,73520,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,9,2021,73255,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,9,2022,74354,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FHOUSMEMB_CP,9,2023,75318,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,1,2019,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,1,2020,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,1,2021,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,1,2022,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,1,2023,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,2,2019,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,2,2020,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,2,2021,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,2,2022,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,2,2023,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,9,2019,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,9,2020,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,9,2021,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,9,2022,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FIDECTR,9,2023,0,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,1,2019,1257,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,1,2020,993,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,1,2021,1021,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,1,2022,1642,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,1,2023,2145,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,2,2019,1522,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,2,2020,1077,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,2,2021,1238,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,2,2022,1986,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,2,2023,1917,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,9,2019,2779,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,9,2020,2070,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,9,2021,2259,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,9,2022,3628,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTNMIG,9,2023,4062,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,1,2019,255,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,1,2020,117,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,1,2021,260,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,1,2022,253,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,1,2023,260,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,2,2019,285,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,2,2020,112,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,2,2021,230,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,2,2022,276,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,2,2023,72,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,9,2019,540,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,9,2020,229,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,9,2021,490,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,9,2022,529,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FINTRNMIGR,9,2023,332,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FJAN,1,2019,34090,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FJAN,1,2020,34165,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FJAN,1,2021,34491,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FJAN,1,2022,34327,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FJAN,1,2023,34489,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FJAN,2,2019,39709,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FJAN,2,2020,39994,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FJAN,2,2021,40106,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FJAN,2,2022,39727,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FJAN,2,2023,40546,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FJAN,9,2019,73799,,,FILTER__ITC4,,,,,
IT1:29_316_DF_DCIS_POPSTRBIL1_1(1.0),A,ITC41,FJAN,9,2020,74159,,,FILTER__ITC4,,,,,
