DATAFLOW,FREQ,REF_AREA,DATA_TYPE,CHANGE_OF_RESIDENCE,CITIZENSHIP,SEX,AGE,TERRITORY_NEXT_RESID,COUNTRY_PREV_RESID,COUNTRY_NEXT_RESID,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_CHANGE_OF_RESIDENCE,NOTE_CITIZENSHIP,NOTE_SEX,NOTE_AGE,NOTE_TERRITORY_NEXT_RESID,NOTE_COUNTRY_PREV_RESID,NOTE_COUNTRY_NEXT_RESID,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,TOTAL,ITTOT,X1033,X1033,2020,136,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,TOTAL,ITTOT,X1033,X1033,2021,195,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,TOTAL,ITTOT,X1033,X1033,2022,238,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,TOTAL,ITTOT,X1033,X1033,2023,357,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y_GE65,ITTOT,X1033,X1033,2019,10,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y_GE65,ITTOT,X1033,X1033,2020,6,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y_GE65,ITTOT,X1033,X1033,2021,6,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y_GE65,ITTOT,X1033,X1033,2022,9,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y_GE65,ITTOT,X1033,X1033,2023,9,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y_UN17,ITTOT,X1033,X1033,2019,44,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y_UN17,ITTOT,X1033,X1033,2020,19,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y_UN17,ITTOT,X1033,X1033,2021,33,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y_UN17,ITTOT,X1033,X1033,2022,35,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y_UN17,ITTOT,X1033,X1033,2023,55,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y18-39,ITTOT,X1033,X1033,2019,120,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y18-39,ITTOT,X1033,X1033,2020,81,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y18-39,ITTOT,X1033,X1033,2021,118,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y18-39,ITTOT,X1033,X1033,2022,161,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y18-39,ITTOT,X1033,X1033,2023,241,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y40-64,ITTOT,X1033,X1033,2019,39,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y40-64,ITTOT,X1033,X1033,2020,30,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y40-64,ITTOT,X1033,X1033,2021,38,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y40-64,ITTOT,X1033,X1033,2022,33,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CG,9,Y40-64,ITTOT,X1033,X1033,2023,52,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,TOTAL,ITTOT,X1033,X1033,2019,216,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,TOTAL,ITTOT,X1033,X1033,2020,194,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,TOTAL,ITTOT,X1033,X1033,2021,244,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,TOTAL,ITTOT,X1033,X1033,2022,239,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,TOTAL,ITTOT,X1033,X1033,2023,272,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y_GE65,ITTOT,X1033,X1033,2019,47,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y_GE65,ITTOT,X1033,X1033,2020,46,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y_GE65,ITTOT,X1033,X1033,2021,56,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y_GE65,ITTOT,X1033,X1033,2022,58,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y_GE65,ITTOT,X1033,X1033,2023,63,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y_UN17,ITTOT,X1033,X1033,2019,28,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y_UN17,ITTOT,X1033,X1033,2020,20,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y_UN17,ITTOT,X1033,X1033,2021,19,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y_UN17,ITTOT,X1033,X1033,2022,24,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y_UN17,ITTOT,X1033,X1033,2023,34,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y18-39,ITTOT,X1033,X1033,2019,53,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y18-39,ITTOT,X1033,X1033,2020,39,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y18-39,ITTOT,X1033,X1033,2021,59,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y18-39,ITTOT,X1033,X1033,2022,63,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y18-39,ITTOT,X1033,X1033,2023,59,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y40-64,ITTOT,X1033,X1033,2019,88,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y40-64,ITTOT,X1033,X1033,2020,89,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y40-64,ITTOT,X1033,X1033,2021,110,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y40-64,ITTOT,X1033,X1033,2022,94,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,1,Y40-64,ITTOT,X1033,X1033,2023,116,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,TOTAL,ITTOT,X1033,X1033,2019,283,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,TOTAL,ITTOT,X1033,X1033,2020,298,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,TOTAL,ITTOT,X1033,X1033,2021,267,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,TOTAL,ITTOT,X1033,X1033,2022,286,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,TOTAL,ITTOT,X1033,X1033,2023,300,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y_GE65,ITTOT,X1033,X1033,2019,36,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y_GE65,ITTOT,X1033,X1033,2020,54,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y_GE65,ITTOT,X1033,X1033,2021,44,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y_GE65,ITTOT,X1033,X1033,2022,41,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y_GE65,ITTOT,X1033,X1033,2023,53,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y_UN17,ITTOT,X1033,X1033,2019,26,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y_UN17,ITTOT,X1033,X1033,2020,24,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y_UN17,ITTOT,X1033,X1033,2021,25,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y_UN17,ITTOT,X1033,X1033,2022,19,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y_UN17,ITTOT,X1033,X1033,2023,24,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y18-39,ITTOT,X1033,X1033,2019,97,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y18-39,ITTOT,X1033,X1033,2020,92,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y18-39,ITTOT,X1033,X1033,2021,84,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y18-39,ITTOT,X1033,X1033,2022,95,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y18-39,ITTOT,X1033,X1033,2023,85,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y40-64,ITTOT,X1033,X1033,2019,124,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y40-64,ITTOT,X1033,X1033,2020,128,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y40-64,ITTOT,X1033,X1033,2021,114,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y40-64,ITTOT,X1033,X1033,2022,131,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,2,Y40-64,ITTOT,X1033,X1033,2023,138,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,TOTAL,ITTOT,X1033,X1033,2019,499,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,TOTAL,ITTOT,X1033,X1033,2020,492,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,TOTAL,ITTOT,X1033,X1033,2021,511,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,TOTAL,ITTOT,X1033,X1033,2022,525,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,TOTAL,ITTOT,X1033,X1033,2023,572,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y_GE65,ITTOT,X1033,X1033,2019,83,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y_GE65,ITTOT,X1033,X1033,2020,100,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y_GE65,ITTOT,X1033,X1033,2021,100,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y_GE65,ITTOT,X1033,X1033,2022,99,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y_GE65,ITTOT,X1033,X1033,2023,116,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y_UN17,ITTOT,X1033,X1033,2019,54,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y_UN17,ITTOT,X1033,X1033,2020,44,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y_UN17,ITTOT,X1033,X1033,2021,44,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y_UN17,ITTOT,X1033,X1033,2022,43,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y_UN17,ITTOT,X1033,X1033,2023,58,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y18-39,ITTOT,X1033,X1033,2019,150,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y18-39,ITTOT,X1033,X1033,2020,131,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y18-39,ITTOT,X1033,X1033,2021,143,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y18-39,ITTOT,X1033,X1033,2022,158,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y18-39,ITTOT,X1033,X1033,2023,144,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y40-64,ITTOT,X1033,X1033,2019,212,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y40-64,ITTOT,X1033,X1033,2020,217,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y40-64,ITTOT,X1033,X1033,2021,224,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y40-64,ITTOT,X1033,X1033,2022,225,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CH,9,Y40-64,ITTOT,X1033,X1033,2023,254,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,TOTAL,ITTOT,X1033,X1033,2019,959,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,TOTAL,ITTOT,X1033,X1033,2020,909,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,TOTAL,ITTOT,X1033,X1033,2021,1168,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,TOTAL,ITTOT,X1033,X1033,2022,1209,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,TOTAL,ITTOT,X1033,X1033,2023,3038,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y_GE65,ITTOT,X1033,X1033,2019,3,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y_GE65,ITTOT,X1033,X1033,2020,2,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y_GE65,ITTOT,X1033,X1033,2021,5,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y_GE65,ITTOT,X1033,X1033,2022,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y_GE65,ITTOT,X1033,X1033,2023,5,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y_UN17,ITTOT,X1033,X1033,2019,183,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y_UN17,ITTOT,X1033,X1033,2020,112,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y_UN17,ITTOT,X1033,X1033,2021,235,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y_UN17,ITTOT,X1033,X1033,2022,257,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y_UN17,ITTOT,X1033,X1033,2023,617,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y18-39,ITTOT,X1033,X1033,2019,700,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y18-39,ITTOT,X1033,X1033,2020,712,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y18-39,ITTOT,X1033,X1033,2021,822,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y18-39,ITTOT,X1033,X1033,2022,825,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y18-39,ITTOT,X1033,X1033,2023,2200,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y40-64,ITTOT,X1033,X1033,2019,73,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y40-64,ITTOT,X1033,X1033,2020,83,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y40-64,ITTOT,X1033,X1033,2021,106,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y40-64,ITTOT,X1033,X1033,2022,123,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,1,Y40-64,ITTOT,X1033,X1033,2023,216,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,TOTAL,ITTOT,X1033,X1033,2019,492,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,TOTAL,ITTOT,X1033,X1033,2020,385,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,TOTAL,ITTOT,X1033,X1033,2021,677,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,TOTAL,ITTOT,X1033,X1033,2022,725,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,TOTAL,ITTOT,X1033,X1033,2023,2055,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y_GE65,ITTOT,X1033,X1033,2019,24,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y_GE65,ITTOT,X1033,X1033,2020,9,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y_GE65,ITTOT,X1033,X1033,2021,8,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y_GE65,ITTOT,X1033,X1033,2022,6,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y_GE65,ITTOT,X1033,X1033,2023,7,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y_UN17,ITTOT,X1033,X1033,2019,114,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y_UN17,ITTOT,X1033,X1033,2020,73,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y_UN17,ITTOT,X1033,X1033,2021,166,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y_UN17,ITTOT,X1033,X1033,2022,168,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y_UN17,ITTOT,X1033,X1033,2023,322,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y18-39,ITTOT,X1033,X1033,2019,286,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y18-39,ITTOT,X1033,X1033,2020,258,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y18-39,ITTOT,X1033,X1033,2021,432,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y18-39,ITTOT,X1033,X1033,2022,483,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,CI,2,Y18-39,ITTOT,X1033,X1033,2023,1505,,,,,,,,,,,,,,
