"ITTER107","Territory","TIPO_DATO15","Data type","SEXISTAT1","Gender","ISO","Most relevant Country of citizenship","MOTIVOPS1","Reason","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2019","2019",549,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2020","2020",99,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2021","2021",194,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2022","2022",388,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2023","2023",632,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2019","2019",2410,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2020","2020",1143,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2021","2021",4899,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2022","2022",9591,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2023","2023",16323,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2019","2019",68,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2020","2020",67,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2021","2021",85,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2022","2022",91,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2023","2023",110,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","CN","China","ALL1","international protection","2019","2019",128,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","CN","China","ALL1","international protection","2020","2020",65,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","CN","China","ALL1","international protection","2021","2021",58,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","CN","China","ALL1","international protection","2022","2022",64,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","CN","China","ALL1","international protection","2023","2023",89,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","EG","Egypt","ALL1","international protection","2019","2019",433,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","EG","Egypt","ALL1","international protection","2020","2020",184,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","EG","Egypt","ALL1","international protection","2021","2021",1731,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","EG","Egypt","ALL1","international protection","2022","2022",4955,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","EG","Egypt","ALL1","international protection","2023","2023",11289,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","GH","Ghana","ALL1","international protection","2019","2019",419,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","GH","Ghana","ALL1","international protection","2020","2020",125,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","GH","Ghana","ALL1","international protection","2021","2021",365,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","GH","Ghana","ALL1","international protection","2022","2022",462,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","1","males","GH","Ghana","ALL1","international protection","2023","2023",502,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2019","2019",228,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2020","2020",66,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2021","2021",133,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2022","2022",218,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2023","2023",294,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","BD","Bangladesh","ALL1","international protection","2019","2019",13,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","BD","Bangladesh","ALL1","international protection","2020","2020",9,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","BD","Bangladesh","ALL1","international protection","2021","2021",18,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","BD","Bangladesh","ALL1","international protection","2022","2022",29,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","BD","Bangladesh","ALL1","international protection","2023","2023",58,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2019","2019",72,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2020","2020",46,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2021","2021",63,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2022","2022",89,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2023","2023",120,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","CN","China","ALL1","international protection","2019","2019",91,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","CN","China","ALL1","international protection","2020","2020",50,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","CN","China","ALL1","international protection","2021","2021",54,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","CN","China","ALL1","international protection","2022","2022",67,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","CN","China","ALL1","international protection","2023","2023",81,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","EG","Egypt","ALL1","international protection","2019","2019",17,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","EG","Egypt","ALL1","international protection","2020","2020",10,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","EG","Egypt","ALL1","international protection","2021","2021",16,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","EG","Egypt","ALL1","international protection","2022","2022",41,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","2","females","EG","Egypt","ALL1","international protection","2023","2023",68,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2019","2019",777,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2020","2020",165,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2021","2021",327,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2022","2022",606,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2023","2023",926,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2019","2019",2423,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2020","2020",1152,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2021","2021",4917,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2022","2022",9620,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2023","2023",16381,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2019","2019",140,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2020","2020",113,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2021","2021",148,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2022","2022",180,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2023","2023",230,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2019","2019",219,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2020","2020",115,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2021","2021",112,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2022","2022",131,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2023","2023",170,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","GH","Ghana","ALL1","international protection","2019","2019",449,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","GH","Ghana","ALL1","international protection","2020","2020",146,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","GH","Ghana","ALL1","international protection","2021","2021",403,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","GH","Ghana","ALL1","international protection","2022","2022",506,,
"IT","Italy","INFLNONEU","annual inflows of non-EU citizens","9","total","GH","Ghana","ALL1","international protection","2023","2023",543,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2019","2019",103,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2020","2020",30,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2021","2021",50,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2022","2022",72,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2023","2023",114,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2019","2019",311,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2020","2020",234,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2021","2021",879,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2022","2022",2649,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2023","2023",3948,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2019","2019",29,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2020","2020",39,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2021","2021",31,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2022","2022",41,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2023","2023",40,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","CN","China","ALL1","international protection","2019","2019",10,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","CN","China","ALL1","international protection","2020","2020",5,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","CN","China","ALL1","international protection","2021","2021",6,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","CN","China","ALL1","international protection","2022","2022",13,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","1","males","CN","China","ALL1","international protection","2023","2023",17,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2019","2019",56,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2020","2020",16,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2021","2021",32,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2022","2022",54,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2023","2023",62,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","BD","Bangladesh","ALL1","international protection","2019","2019",4,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","BD","Bangladesh","ALL1","international protection","2020","2020",1,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","BD","Bangladesh","ALL1","international protection","2021","2021",6,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","BD","Bangladesh","ALL1","international protection","2022","2022",8,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","BD","Bangladesh","ALL1","international protection","2023","2023",15,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2019","2019",36,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2020","2020",33,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2021","2021",28,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2022","2022",34,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2023","2023",23,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","CN","China","ALL1","international protection","2019","2019",15,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","CN","China","ALL1","international protection","2020","2020",5,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","CN","China","ALL1","international protection","2021","2021",7,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","CN","China","ALL1","international protection","2022","2022",11,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","CN","China","ALL1","international protection","2023","2023",25,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","EG","Egypt","ALL1","international protection","2019","2019",2,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","EG","Egypt","ALL1","international protection","2020","2020",3,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","EG","Egypt","ALL1","international protection","2021","2021",10,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","EG","Egypt","ALL1","international protection","2022","2022",22,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","2","females","EG","Egypt","ALL1","international protection","2023","2023",40,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2019","2019",159,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2020","2020",46,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2021","2021",82,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2022","2022",126,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2023","2023",176,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2019","2019",315,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2020","2020",235,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2021","2021",885,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2022","2022",2657,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2023","2023",3963,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2019","2019",65,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2020","2020",72,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2021","2021",59,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2022","2022",75,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2023","2023",63,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2019","2019",25,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2020","2020",10,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2021","2021",13,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2022","2022",24,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2023","2023",42,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","EG","Egypt","ALL1","international protection","2019","2019",191,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","EG","Egypt","ALL1","international protection","2020","2020",74,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","EG","Egypt","ALL1","international protection","2021","2021",1450,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","EG","Egypt","ALL1","international protection","2022","2022",3578,,
"ITC","Nord-ovest","INFLNONEU","annual inflows of non-EU citizens","9","total","EG","Egypt","ALL1","international protection","2023","2023",5860,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2019","2019",12,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2020","2020",5,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2021","2021",14,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2022","2022",14,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2023","2023",39,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2019","2019",23,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2020","2020",104,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2021","2021",215,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2022","2022",730,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2023","2023",927,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2019","2019",2,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2020","2020",1,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2021","2021",4,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2022","2022",7,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","BR","Brazil","ALL1","international protection","2023","2023",13,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","EG","Egypt","ALL1","international protection","2019","2019",3,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","EG","Egypt","ALL1","international protection","2020","2020",2,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","EG","Egypt","ALL1","international protection","2021","2021",16,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","EG","Egypt","ALL1","international protection","2022","2022",195,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","1","males","EG","Egypt","ALL1","international protection","2023","2023",752,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2019","2019",8,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2020","2020",2,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2021","2021",9,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2022","2022",8,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","AL","Albania","ALL1","international protection","2023","2023",19,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","BD","Bangladesh","ALL1","international protection","2021","2021",1,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","BD","Bangladesh","ALL1","international protection","2022","2022",3,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","BD","Bangladesh","ALL1","international protection","2023","2023",2,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2019","2019",2,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2021","2021",5,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2022","2022",7,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","BR","Brazil","ALL1","international protection","2023","2023",7,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","CN","China","ALL1","international protection","2019","2019",1,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","CN","China","ALL1","international protection","2022","2022",2,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","CN","China","ALL1","international protection","2023","2023",7,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","EG","Egypt","ALL1","international protection","2021","2021",1,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","EG","Egypt","ALL1","international protection","2022","2022",3,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","2","females","EG","Egypt","ALL1","international protection","2023","2023",4,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2019","2019",20,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2020","2020",7,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2021","2021",23,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2022","2022",22,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","AL","Albania","ALL1","international protection","2023","2023",58,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2019","2019",23,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2020","2020",104,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2021","2021",216,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2022","2022",733,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","BD","Bangladesh","ALL1","international protection","2023","2023",929,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2019","2019",4,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2020","2020",1,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2021","2021",9,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2022","2022",14,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","BR","Brazil","ALL1","international protection","2023","2023",20,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2019","2019",1,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2021","2021",2,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2022","2022",8,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","CN","China","ALL1","international protection","2023","2023",11,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","EG","Egypt","ALL1","international protection","2019","2019",3,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","EG","Egypt","ALL1","international protection","2020","2020",2,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","EG","Egypt","ALL1","international protection","2021","2021",17,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","EG","Egypt","ALL1","international protection","2022","2022",198,,
"ITC1","Piemonte","INFLNONEU","annual inflows of non-EU citizens","9","total","EG","Egypt","ALL1","international protection","2023","2023",756,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2021","2021",1,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2022","2022",3,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","AL","Albania","ALL1","international protection","2023","2023",8,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2019","2019",4,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2021","2021",66,,
"ITC11","Torino","INFLNONEU","annual inflows of non-EU citizens","1","males","BD","Bangladesh","ALL1","international protection","2022","2022",103,,
