"ITTER107","Territory","SEXISTAT1","Gender","ETA1","Age class","CITTADINANZA","Citizenship","POSIZPROF","Professional status","CARATT_OCC","Temporary employees","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",721.623,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",714.56,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",685.419,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",693.277,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",727.088,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",752.141,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",993.459,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",983.3,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",1014.787,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",992.555,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",983.193,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",956.029,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",942.964,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",959.267,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",975.885,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",946,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",978.536,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",1023.18,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",1039.014,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",925.858,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",964.35,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",990.834,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",1033.103,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",990.484,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",1025.629,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",1042.181,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",1034.428,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",1006.913,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",1033.812,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",1043.183,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",1072.149,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",258.705,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",251.972,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",250.757,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",268.461,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",263.63,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",238.37,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",217.889,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",248.914,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",247.312,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",239.363,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",244.607,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",253.776,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",268.831,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",238.859,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",233.632,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",249.766,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",256.171,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",246.058,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",250.873,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",250.703,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",267.47,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",262.582,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",252.674,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",278.46,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",281.61,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",187.026,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",190.886,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",200.758,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",177.806,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",178.652,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",176.838,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",184.079,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",170.878,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",182.756,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",169.638,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",181.173,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",184.719,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",186.76,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",164.573,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",181.834,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",187.88,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",190.405,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",169.224,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",182.717,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",197.092,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",189.842,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",183.244,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",187.434,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",183.901,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",192.46,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",214.983,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",212.85,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",212.881,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",213.614,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",220.587,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",195.718,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",182.109,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",200.893,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",201.981,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",197.89,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",190.542,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",193.702,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",182.778,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",189.462,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",183.466,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",190.669,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",198.571,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",206.217,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",207.393,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",185.538,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",175.661,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",173.027,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",181.782,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",183.313,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",192.992,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019","2019",1135.016,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q1","Q1-2019",1096.946,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q2","Q2-2019",1160.401,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q4","Q4-2019",1134.415,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q3","Q3-2019",1148.303,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020","2020",1094.719,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q2","Q2-2020",1059.054,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q1","Q1-2020",1125.115,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q3","Q3-2020",1111.202,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q4","Q4-2020",1083.504,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021","2021",1107.25,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022","2022",1169.336,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023","2023",1170.542,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q1","Q1-2021",1017.475,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q2","Q2-2021",1084.108,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q3","Q3-2021",1153.951,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q4","Q4-2021",1173.467,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q1","Q1-2022",1138.511,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q2","Q2-2022",1184.401,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q3","Q3-2022",1191.353,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q4","Q4-2022",1163.078,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q1","Q1-2023",1130.372,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q2","Q2-2023",1172.676,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q3","Q3-2023",1191.585,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q4","Q4-2023",1187.535,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019","2019",547.894,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q1","Q1-2019",550.21,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q2","Q2-2019",543.208,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q4","Q4-2019",548.461,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q3","Q3-2019",549.698,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020","2020",494.161,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q2","Q2-2020",464.518,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q1","Q1-2020",517.309,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q3","Q3-2020",511.712,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q4","Q4-2020",483.107,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021","2021",522.106,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022","2022",553.855,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023","2023",557.502,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q1","Q1-2021",473.774,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q2","Q2-2021",519.412,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q3","Q3-2021",544.602,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q4","Q4-2021",550.638,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q1","Q1-2022",531.234,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q2","Q2-2022",552.305,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q3","Q3-2022",570.383,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q4","Q4-2022",561.5,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q1","Q1-2023",536.732,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q2","Q2-2023",536.325,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q3","Q3-2023",576.023,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q4","Q4-2023",580.928,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019","2019",404.458,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q1","Q1-2019",408.065,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q2","Q2-2019",416.452,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q4","Q4-2019",393.912,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q3","Q3-2019",399.405,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020","2020",375.95,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q2","Q2-2020",374.139,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q1","Q1-2020",387.05,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q3","Q3-2020",366.805,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q4","Q4-2020",375.806,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021","2021",382.442,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022","2022",407.454,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023","2023",414.463,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q1","Q1-2021",363.77,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q2","Q2-2021",371.728,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q3","Q3-2021",382.421,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q4","Q4-2021",411.849,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q1","Q1-2022",400.903,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q2","Q2-2022",412.45,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q3","Q3-2022",406.866,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q4","Q4-2022",409.598,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q1","Q1-2023",402.922,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q2","Q2-2023",428.218,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q3","Q3-2023",422.522,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q4","Q4-2023",404.189,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019","2019",289.132,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q1","Q1-2019",266.377,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q2","Q2-2019",296.389,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q4","Q4-2019",295.384,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q3","Q3-2019",298.38,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020","2020",293.241,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q2","Q2-2020",277.654,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q1","Q1-2020",297.595,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q3","Q3-2020",303.472,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q4","Q4-2020",294.245,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021","2021",304.625,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022","2022",317.582,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023","2023",303.007,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q1","Q1-2021",268.663,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q2","Q2-2021",304.94,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q3","Q3-2021",315.509,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q4","Q4-2021",329.389,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q1","Q1-2022",304.249,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q2","Q2-2022",319.008,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q3","Q3-2022",330.785,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q4","Q4-2022",316.285,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q1","Q1-2023",293.613,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q2","Q2-2023",289.788,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q3","Q3-2023",306.335,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q4","Q4-2023",322.294,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019","2019",267.005,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q1","Q1-2019",261.068,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q2","Q2-2019",268.616,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q4","Q4-2019",262.503,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q3","Q3-2019",275.833,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020","2020",258.389,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q2","Q2-2020",247.111,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q1","Q1-2020",278.304,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q3","Q3-2020",259.559,,
