"ITTER107","Territory","SEXISTAT1","Gender","ETA1","Age class","CITTADINANZA","Citizenship","POSIZPROF","Professional status","CARATT_OCC","Temporary employees","TIME","Select time","Value","Flag Codes","Flags"
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q3","Q3-2020",282.233,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q4","Q4-2020",274.612,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021","2021",288.176,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022","2022",306.395,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023","2023",315.697,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q1","Q1-2021",268.027,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q2","Q2-2021",279.628,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q3","Q3-2021",302.305,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q4","Q4-2021",302.746,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q1","Q1-2022",298.208,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q2","Q2-2022",302.275,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q3","Q3-2022",305.021,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q4","Q4-2022",320.077,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q1","Q1-2023",311.649,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q2","Q2-2023",294.077,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q3","Q3-2023",324.138,,
"ITC","Nord-ovest","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q4","Q4-2023",332.922,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019","2019",243.859,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q1","Q1-2019",249.641,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q2","Q2-2019",247.528,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q4","Q4-2019",239.525,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q3","Q3-2019",238.743,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020","2020",222.958,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q2","Q2-2020",222.863,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q1","Q1-2020",230.995,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q3","Q3-2020",229.479,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q4","Q4-2020",208.496,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021","2021",233.93,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022","2022",247.46,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023","2023",241.805,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q1","Q1-2021",205.748,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q2","Q2-2021",239.784,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q3","Q3-2021",242.296,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q4","Q4-2021",247.891,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q1","Q1-2022",233.026,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q2","Q2-2022",250.03,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q3","Q3-2022",265.362,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q4","Q4-2022",241.423,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q1","Q1-2023",225.083,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q2","Q2-2023",242.248,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q3","Q3-2023",251.885,,
"ITD","Nord-est","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q4","Q4-2023",248.005,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019","2019",96.224,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q1","Q1-2019",84.58,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q2","Q2-2019",89.665,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q4","Q4-2019",106.115,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q3","Q3-2019",104.535,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020","2020",85.287,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q2","Q2-2020",76.184,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q1","Q1-2020",78.524,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q3","Q3-2020",100.654,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q4","Q4-2020",85.785,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021","2021",90.815,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022","2022",97.87,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023","2023",99.858,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q1","Q1-2021",77.212,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q2","Q2-2021",89.246,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q3","Q3-2021",110.877,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q4","Q4-2021",85.926,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q1","Q1-2022",82.946,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q2","Q2-2022",99.11,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q3","Q3-2022",105.166,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q4","Q4-2022",104.258,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q1","Q1-2023",96.602,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q2","Q2-2023",99.161,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q3","Q3-2023",96.609,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q4","Q4-2023",107.059,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019","2019",941.562,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q1","Q1-2019",930.63,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q2","Q2-2019",930.179,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q4","Q4-2019",936.669,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q3","Q3-2019",968.771,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020","2020",837.782,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q2","Q2-2020",784.485,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q1","Q1-2020",850.474,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q3","Q3-2020",877.537,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q4","Q4-2020",838.632,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021","2021",865.676,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022","2022",898.337,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023","2023",888.664,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q1","Q1-2021",806.198,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q2","Q2-2021",840.812,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q3","Q3-2021",907.648,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q4","Q4-2021",908.046,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q1","Q1-2022",884.772,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q2","Q2-2022",892.442,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q3","Q3-2022",927.881,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q4","Q4-2022",888.254,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q1","Q1-2023",842.889,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q2","Q2-2023",861.851,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q3","Q3-2023",920.18,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q4","Q4-2023",929.735,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019","2019",256.53,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q1","Q1-2019",251.178,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q2","Q2-2019",253.98,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q4","Q4-2019",247.562,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q3","Q3-2019",273.4,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020","2020",226.591,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q2","Q2-2020",215.044,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q1","Q1-2020",230.016,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q3","Q3-2020",236.635,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q4","Q4-2020",224.669,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021","2021",225.99,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022","2022",233.155,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023","2023",225.7,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q1","Q1-2021",213.594,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q2","Q2-2021",222.559,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q3","Q3-2021",233.162,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q4","Q4-2021",234.646,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q1","Q1-2022",246.027,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q2","Q2-2022",241.433,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q3","Q3-2022",232.72,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q4","Q4-2022",212.441,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q1","Q1-2023",210.861,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q2","Q2-2023",226.008,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q3","Q3-2023",234.814,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q4","Q4-2023",231.119,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019","2019",137.138,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q1","Q1-2019",129.242,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q2","Q2-2019",132.991,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q4","Q4-2019",140.646,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q3","Q3-2019",145.673,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020","2020",117.03,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q2","Q2-2020",104.923,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q1","Q1-2020",103.149,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q3","Q3-2020",129.191,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q4","Q4-2020",130.856,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021","2021",117.579,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022","2022",111.327,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023","2023",105.462,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q1","Q1-2021",118.83,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q2","Q2-2021",98.84,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q3","Q3-2021",129.885,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q4","Q4-2021",122.763,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q1","Q1-2022",107.511,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q2","Q2-2022",98.705,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q3","Q3-2022",124.779,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q4","Q4-2022",114.314,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q1","Q1-2023",95.297,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q2","Q2-2023",99.519,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q3","Q3-2023",109.343,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q4","Q4-2023",117.688,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",108.47,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",105.294,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",105.798,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",112.397,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",110.392,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",95.267,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",87.622,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",84.893,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",102.013,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",106.539,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",89.51,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",81.109,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",76.112,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",90.265,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",74.675,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",96.05,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",97.05,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",82.938,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",71.622,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",88.29,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",81.588,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",66.567,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",71.387,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",81.415,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",85.078,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019","2019",174.421,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q1","Q1-2019",161.437,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q2","Q2-2019",178.944,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q4","Q4-2019",182.616,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q3","Q3-2019",174.686,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020","2020",167.138,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q2","Q2-2020",160.15,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q1","Q1-2020",162.166,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q3","Q3-2020",181.366,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q4","Q4-2020",164.871,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021","2021",162.377,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022","2022",164.63,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023","2023",167.886,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q1","Q1-2021",147.872,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q2","Q2-2021",162.393,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q3","Q3-2021",181.321,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q4","Q4-2021",157.922,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q1","Q1-2022",155.987,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q2","Q2-2022",169.519,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q3","Q3-2022",168.122,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q4","Q4-2022",164.891,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q1","Q1-2023",156.131,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q2","Q2-2023",171.425,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q3","Q3-2023",172.973,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q4","Q4-2023",171.013,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019","2019",464.321,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q1","Q1-2019",431.527,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q2","Q2-2019",454.732,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q4","Q4-2019",459.263,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q3","Q3-2019",511.762,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020","2020",396.095,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q2","Q2-2020",346.809,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q1","Q1-2020",432.821,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q3","Q3-2020",410.723,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q4","Q4-2020",394.029,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021","2021",421.568,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022","2022",465.208,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023","2023",459.438,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q1","Q1-2021",342.204,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q2","Q2-2021",409.047,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q3","Q3-2021",475.205,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q4","Q4-2021",459.816,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q1","Q1-2022",442.143,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q2","Q2-2022",461.047,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q3","Q3-2022",490.488,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q4","Q4-2022",467.154,,
