"ITTER107","Territory","SEXISTAT1","Gender","ETA1","Age class","CITTADINANZA","Citizenship","REGIME_ORARIO","Full-time/Part-time","TIME","Select time","Value","Flag Codes","Flags"
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020","2020",573.404,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020-Q2","Q2-2020",559.744,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020-Q1","Q1-2020",587.415,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020-Q3","Q3-2020",586.134,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020-Q4","Q4-2020",560.325,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2021","2021",596.574,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2022","2022",639.277,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2023","2023",621.779,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2021-Q1","Q1-2021",538.898,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2021-Q2","Q2-2021",604.692,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2021-Q3","Q3-2021",606.869,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2021-Q4","Q4-2021",635.837,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2022-Q1","Q1-2022",615.67,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2022-Q2","Q2-2022",646.119,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2022-Q3","Q3-2022",662.905,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2022-Q4","Q4-2022",632.414,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2023-Q1","Q1-2023",597.335,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2023-Q2","Q2-2023",611.138,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2023-Q3","Q3-2023",636.719,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2023-Q4","Q4-2023",641.922,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2019","2019",612.102,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2019-Q1","Q1-2019",594.443,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2019-Q2","Q2-2019",610.777,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2019-Q4","Q4-2019",600.112,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2019-Q3","Q3-2019",643.075,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020","2020",565.141,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020-Q2","Q2-2020",539.442,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020-Q1","Q1-2020",586.683,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020-Q3","Q3-2020",572.416,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020-Q4","Q4-2020",562.024,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2021","2021",563.848,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2022","2022",595.658,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2023","2023",586.608,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2021-Q1","Q1-2021",538.811,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2021-Q2","Q2-2021",547.967,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2021-Q3","Q3-2021",573.446,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2021-Q4","Q4-2021",595.169,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2022-Q1","Q1-2022",612.077,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2022-Q2","Q2-2022",611.186,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2022-Q3","Q3-2022",601.075,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2022-Q4","Q4-2022",558.295,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2023-Q1","Q1-2023",568.658,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2023-Q2","Q2-2023",585.67,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2023-Q3","Q3-2023",601.357,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2023-Q4","Q4-2023",590.747,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019","2019",603.775,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q1","Q1-2019",596.011,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q2","Q2-2019",599.329,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q4","Q4-2019",584.196,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q3","Q3-2019",635.563,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020","2020",528.641,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q2","Q2-2020",504.386,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q1","Q1-2020",517.315,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q3","Q3-2020",578.842,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q4","Q4-2020",514.021,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021","2021",555.65,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022","2022",581.852,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023","2023",591.469,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q1","Q1-2021",511.989,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q2","Q2-2021",557.386,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q3","Q3-2021",584.976,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q4","Q4-2021",568.25,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q1","Q1-2022",548.612,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q2","Q2-2022",575.286,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q3","Q3-2022",614.43,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q4","Q4-2022",589.081,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q1","Q1-2023",566,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q2","Q2-2023",574.849,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q3","Q3-2023",608.711,,
"IT","Italy","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q4","Q4-2023",616.316,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019","2019",170.995,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019-Q1","Q1-2019",166.004,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019-Q2","Q2-2019",182.752,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019-Q4","Q4-2019",167.83,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019-Q3","Q3-2019",167.394,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020","2020",175.569,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020-Q2","Q2-2020",158.709,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020-Q1","Q1-2020",183.708,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020-Q3","Q3-2020",180.288,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020-Q4","Q4-2020",179.571,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021","2021",173.86,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022","2022",170.713,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023","2023",152.451,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021-Q1","Q1-2021",171.724,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021-Q2","Q2-2021",162.459,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021-Q3","Q3-2021",178.955,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021-Q4","Q4-2021",182.301,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022-Q1","Q1-2022",162.017,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022-Q2","Q2-2022",170.471,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022-Q3","Q3-2022",185.55,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022-Q4","Q4-2022",164.815,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023-Q1","Q1-2023",154.387,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023-Q2","Q2-2023",158.908,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023-Q3","Q3-2023",148.007,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023-Q4","Q4-2023",148.502,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019","2019",154.381,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q1","Q1-2019",145.29,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q2","Q2-2019",151.698,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q4","Q4-2019",153.821,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q3","Q3-2019",166.715,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020","2020",137.415,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q2","Q2-2020",130.453,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q1","Q1-2020",137.512,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q3","Q3-2020",142.651,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q4","Q4-2020",139.046,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021","2021",140.899,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022","2022",146.536,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023","2023",141.354,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q1","Q1-2021",138.082,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q2","Q2-2021",135.122,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q3","Q3-2021",145.006,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q4","Q4-2021",145.384,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q1","Q1-2022",148.964,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q2","Q2-2022",149.805,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q3","Q3-2022",158.281,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q4","Q4-2022",129.093,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q1","Q1-2023",134.013,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q2","Q2-2023",147.283,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q3","Q3-2023",152.037,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q4","Q4-2023",132.084,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019","2019",43.343,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019-Q1","Q1-2019",42.427,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019-Q2","Q2-2019",47.431,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019-Q4","Q4-2019",40.194,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019-Q3","Q3-2019",43.32,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020","2020",51.509,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020-Q2","Q2-2020",44.639,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020-Q1","Q1-2020",58.111,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020-Q3","Q3-2020",53.187,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020-Q4","Q4-2020",50.099,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021","2021",48.163,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022","2022",50.45,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023","2023",47.144,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021-Q1","Q1-2021",50.126,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021-Q2","Q2-2021",44.418,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021-Q3","Q3-2021",40.106,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021-Q4","Q4-2021",58.003,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022-Q1","Q1-2022",60.237,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022-Q2","Q2-2022",43.661,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022-Q3","Q3-2022",51.985,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022-Q4","Q4-2022",45.916,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023-Q1","Q1-2023",46.808,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023-Q2","Q2-2023",50.112,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023-Q3","Q3-2023",46.106,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023-Q4","Q4-2023",45.552,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2019","2019",178.101,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q1","Q1-2019",168.394,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q2","Q2-2019",187.656,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q4","Q4-2019",176.017,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q3","Q3-2019",180.335,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2020","2020",164.754,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q2","Q2-2020",160.86,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q1","Q1-2020",160.398,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q3","Q3-2020",181.214,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q4","Q4-2020",156.546,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2021","2021",165.604,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2022","2022",162.178,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2023","2023",165.873,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q1","Q1-2021",146.133,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q2","Q2-2021",168.848,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q3","Q3-2021",181.926,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q4","Q4-2021",165.51,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q1","Q1-2022",164.239,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q2","Q2-2022",157.649,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q3","Q3-2022",160.356,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q4","Q4-2022",166.469,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q1","Q1-2023",154.488,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q2","Q2-2023",160.904,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q3","Q3-2023",174.602,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q4","Q4-2023",173.496,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019","2019",95.741,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q1","Q1-2019",95.598,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q2","Q2-2019",96.448,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q4","Q4-2019",87.682,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2019-Q3","Q3-2019",103.236,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020","2020",76.433,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q2","Q2-2020",72.79,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q1","Q1-2020",64.322,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q3","Q3-2020",92.939,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2020-Q4","Q4-2020",75.68,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021","2021",73.148,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022","2022",67.024,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023","2023",70.509,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q1","Q1-2021",70.881,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q2","Q2-2021",64.3,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q3","Q3-2021",85.36,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2021-Q4","Q4-2021",72.051,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q1","Q1-2022",63.622,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q2","Q2-2022",58.119,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q3","Q3-2022",76.851,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2022-Q4","Q4-2022",69.505,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q1","Q1-2023",63.396,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q2","Q2-2023",69.475,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q3","Q3-2023",70.626,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","full-time","2023-Q4","Q4-2023",78.538,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019","2019",32.911,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019-Q1","Q1-2019",29.046,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019-Q2","Q2-2019",32.379,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019-Q4","Q4-2019",36.781,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2019-Q3","Q3-2019",33.439,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020","2020",33.158,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020-Q2","Q2-2020",33.722,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020-Q1","Q1-2020",31.025,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020-Q3","Q3-2020",31.744,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2020-Q4","Q4-2020",36.14,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021","2021",34.847,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022","2022",42.142,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023","2023",36.311,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021-Q1","Q1-2021",36.674,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021-Q2","Q2-2021",27.987,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021-Q3","Q3-2021",36.375,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2021-Q4","Q4-2021",38.353,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022-Q1","Q1-2022",33.124,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022-Q2","Q2-2022",47.867,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022-Q3","Q3-2022",47.867,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2022-Q4","Q4-2022",39.709,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023-Q1","Q1-2023",35.182,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023-Q2","Q2-2023",41.886,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023-Q3","Q3-2023",34.21,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","2","part-time","2023-Q4","Q4-2023",33.966,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2019","2019",361.893,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2019-Q1","Q1-2019",342.879,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2019-Q2","Q2-2019",366.978,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2019-Q4","Q4-2019",364.382,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2019-Q3","Q3-2019",373.334,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020","2020",329.376,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020-Q2","Q2-2020",314.128,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020-Q1","Q1-2020",308.744,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020-Q3","Q3-2020",360.558,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2020-Q4","Q4-2020",334.073,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","9","total","2021","2021",330.563,,
