STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,MIGRATION_TYPE,Entry category,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2017,,672,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2018,,770,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2019,,1243,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2020,,937,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2021,,503,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2022,,1651,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,IRL,Ireland,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2023,,1693,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2014,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2015,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2016,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2017,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2018,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2019,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2020,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2021,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2022,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2023,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,ISR,Israel,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2014,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,ISR,Israel,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2015,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,ISR,Israel,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2016,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,ISR,Israel,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2017,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,ISR,Israel,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2018,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,ISR,Israel,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2019,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,ISR,Israel,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2020,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,ISR,Israel,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2021,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,ISR,Israel,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2022,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,ISR,Israel,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2023,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2015,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2016,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2017,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2018,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2019,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2020,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2021,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2022,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2023,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2014,,261001,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2015,,245268,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2016,,270656,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2017,,305841,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2018,,330648,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2019,,376068,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2020,,221888,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2021,,367501,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2022,,476080,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,STU,International students,PS,Persons,2023,,457673,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2014,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2015,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2016,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2017,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2018,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2019,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2020,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2021,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2022,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,NLD,Netherlands,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2023,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2014,,3105,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2015,,3300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2016,,4265,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2017,,4400,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2018,,3520,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2019,,3845,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2020,,2135,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2021,,1960,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2022,,3925,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,SEAS,Seasonal workers,PS,Persons,2023,,3257,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2014,,3054,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2015,,6937,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2016,,7274,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2017,,5014,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2018,,2691,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2019,,1637,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2020,,749,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2021,,964,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2022,,1795,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2023,,2142,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2014,,71513,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2015,,78537,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2016,,79306,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2017,,78178,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2018,,74388,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2019,,77014,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2020,,18635,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2021,,39352,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2022,,80653,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,INTRA,Intra-company transfers,PS,Persons,2023,,71102,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2015,,217,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2016,,241,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2017,,285,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2018,,252,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2019,,163,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2020,,70,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2021,,91,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2022,,93,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2023,,67,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2014,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_TEMP(1.0),Standardised inflows of temporary migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,TRA,Trainees,PS,Persons,2015,,0,,A,Normal value,0,Units,0,Zero
