DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,MOSTREL_CCITENSHIP,ACQUISITION_PROCESS,AGE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_MOSTREL_CCITENSHIP,NOTE_ACQUISITION_PROCESS,NOTE_AGE,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,1,WORLD,ALL,TOTAL,2017,289,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,1,WORLD,ALL,TOTAL,2018,202,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,1,WORLD,ALL,TOTAL,2019,138,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,1,WORLD,ALL,TOTAL,2020,529,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,1,WORLD,ALL,TOTAL,2021,169,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,1,WORLD,ALL,TOTAL,2022,410,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,1,WORLD,ALL,TOTAL,2023,312,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,2,WORLD,ALL,TOTAL,2014,219,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,2,WORLD,ALL,TOTAL,2015,385,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,2,WORLD,ALL,TOTAL,2016,365,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,2,WORLD,ALL,TOTAL,2017,286,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,2,WORLD,ALL,TOTAL,2018,236,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,2,WORLD,ALL,TOTAL,2019,195,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,2,WORLD,ALL,TOTAL,2020,467,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,2,WORLD,ALL,TOTAL,2021,173,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,2,WORLD,ALL,TOTAL,2022,389,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,2,WORLD,ALL,TOTAL,2023,283,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,9,WORLD,ALL,TOTAL,2014,480,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,9,WORLD,ALL,TOTAL,2015,809,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,9,WORLD,ALL,TOTAL,2016,748,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,9,WORLD,ALL,TOTAL,2017,575,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,9,WORLD,ALL,TOTAL,2018,438,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,9,WORLD,ALL,TOTAL,2019,333,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,9,WORLD,ALL,TOTAL,2020,996,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,9,WORLD,ALL,TOTAL,2021,342,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,9,WORLD,ALL,TOTAL,2022,799,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT109,ACQCITIZ,9,WORLD,ALL,TOTAL,2023,595,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,1,WORLD,ALL,TOTAL,2014,63,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,1,WORLD,ALL,TOTAL,2015,58,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,1,WORLD,ALL,TOTAL,2016,56,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,1,WORLD,ALL,TOTAL,2017,37,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,1,WORLD,ALL,TOTAL,2018,42,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,1,WORLD,ALL,TOTAL,2019,75,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,1,WORLD,ALL,TOTAL,2020,64,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,1,WORLD,ALL,TOTAL,2021,64,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,1,WORLD,ALL,TOTAL,2022,123,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,1,WORLD,ALL,TOTAL,2023,136,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,2,WORLD,ALL,TOTAL,2014,82,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,2,WORLD,ALL,TOTAL,2015,55,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,2,WORLD,ALL,TOTAL,2016,61,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,2,WORLD,ALL,TOTAL,2017,50,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,2,WORLD,ALL,TOTAL,2018,63,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,2,WORLD,ALL,TOTAL,2019,107,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,2,WORLD,ALL,TOTAL,2020,105,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,2,WORLD,ALL,TOTAL,2021,65,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,2,WORLD,ALL,TOTAL,2022,149,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,2,WORLD,ALL,TOTAL,2023,220,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,9,WORLD,ALL,TOTAL,2014,145,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,9,WORLD,ALL,TOTAL,2015,113,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,9,WORLD,ALL,TOTAL,2016,117,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,9,WORLD,ALL,TOTAL,2017,87,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,9,WORLD,ALL,TOTAL,2018,105,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,9,WORLD,ALL,TOTAL,2019,182,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,9,WORLD,ALL,TOTAL,2020,169,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,9,WORLD,ALL,TOTAL,2021,129,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,9,WORLD,ALL,TOTAL,2022,272,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,IT110,ACQCITIZ,9,WORLD,ALL,TOTAL,2023,356,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,1,WORLD,ALL,TOTAL,2014,26825,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,1,WORLD,ALL,TOTAL,2015,35076,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,1,WORLD,ALL,TOTAL,2016,41846,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,1,WORLD,ALL,TOTAL,2017,28813,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,1,WORLD,ALL,TOTAL,2018,20080,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,1,WORLD,ALL,TOTAL,2019,22611,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,1,WORLD,ALL,TOTAL,2020,26360,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,1,WORLD,ALL,TOTAL,2021,23228,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,1,WORLD,ALL,TOTAL,2022,41792,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,1,WORLD,ALL,TOTAL,2023,40353,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,2,WORLD,ALL,TOTAL,2014,25072,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,2,WORLD,ALL,TOTAL,2015,33799,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,2,WORLD,ALL,TOTAL,2016,39080,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,2,WORLD,ALL,TOTAL,2017,29192,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,2,WORLD,ALL,TOTAL,2018,23882,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,2,WORLD,ALL,TOTAL,2019,25635,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,2,WORLD,ALL,TOTAL,2020,26322,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,2,WORLD,ALL,TOTAL,2021,23518,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,2,WORLD,ALL,TOTAL,2022,41609,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,2,WORLD,ALL,TOTAL,2023,40471,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,9,WORLD,ALL,TOTAL,2014,51897,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,9,WORLD,ALL,TOTAL,2015,68875,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,9,WORLD,ALL,TOTAL,2016,80926,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,9,WORLD,ALL,TOTAL,2017,58005,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,9,WORLD,ALL,TOTAL,2018,43962,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,9,WORLD,ALL,TOTAL,2019,48246,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,9,WORLD,ALL,TOTAL,2020,52682,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,9,WORLD,ALL,TOTAL,2021,46746,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,9,WORLD,ALL,TOTAL,2022,83401,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC,ACQCITIZ,9,WORLD,ALL,TOTAL,2023,80824,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,1,WORLD,ALL,TOTAL,2014,6218,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,1,WORLD,ALL,TOTAL,2015,8033,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,1,WORLD,ALL,TOTAL,2016,10059,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,1,WORLD,ALL,TOTAL,2017,5393,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,1,WORLD,ALL,TOTAL,2018,4267,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,1,WORLD,ALL,TOTAL,2019,5330,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,1,WORLD,ALL,TOTAL,2020,7449,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,1,WORLD,ALL,TOTAL,2021,5475,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,1,WORLD,ALL,TOTAL,2022,9481,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,1,WORLD,ALL,TOTAL,2023,9243,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,2,WORLD,ALL,TOTAL,2014,6057,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,2,WORLD,ALL,TOTAL,2015,8188,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,2,WORLD,ALL,TOTAL,2016,10313,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,2,WORLD,ALL,TOTAL,2017,5854,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,2,WORLD,ALL,TOTAL,2018,5534,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,2,WORLD,ALL,TOTAL,2019,6372,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_4(1.0),A,ITC1,ACQCITIZ,2,WORLD,ALL,TOTAL,2020,8211,,,,,,,,,,,
