DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,AGE,CITIZENSHIP,TYPE_OF_COUPLE,HOUSEHOLD_TYPOLOGY,PRESENCE_IN_ITALY,EDU_LEV_HIGHEST,LABOUR_PROFESS_STATUS,LANGUAGE,SATISFACTION_LIFE_WORK,DISCRIMINATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_AGE,NOTE_CITIZENSHIP,NOTE_TYPE_OF_COUPLE,NOTE_HOUSEHOLD_TYPOLOGY,NOTE_PRESENCE_IN_ITALY,NOTE_EDU_LEV_HIGHEST,NOTE_LABOUR_PROFESS_STATUS,NOTE_LANGUAGE,NOTE_SATISFACTION_LIFE_WORK,NOTE_DISCRIMINATION,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,EU27,COUP_FOR,FR_HH,TIMERES_A,99,ALL,ALL,ALL,ALL,2012,226984,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,EU27,COUP_FOR,FR_HH,TIMERES_B,99,ALL,ALL,ALL,ALL,2012,568121,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,EU27,COUP_FOR,FR_HH,TIMERES_C,99,ALL,ALL,ALL,ALL,2012,294425,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,ALL,99,ALL,ALL,ALL,ALL,2012,2861960,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,BORN_IT,99,ALL,ALL,ALL,ALL,2012,482517,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,GEN1,99,ALL,ALL,ALL,ALL,2012,1817195,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN1_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,GEN1_25,99,ALL,ALL,ALL,ALL,2012,207207,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,GEN1_50,99,ALL,ALL,ALL,ALL,2012,174752,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,GEN1_75,99,ALL,ALL,ALL,ALL,2012,169180,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,GEN2,99,ALL,ALL,ALL,ALL,2012,493626,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN2_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,TIMERES_A,99,ALL,ALL,ALL,ALL,2012,430033,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,TIMERES_B,99,ALL,ALL,ALL,ALL,2012,953795,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,TIMERES_C,99,ALL,ALL,ALL,ALL,2012,995614,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,MA,COUP_FOR,FR_HH,ALL,99,ALL,ALL,ALL,ALL,2012,400632,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,MA,COUP_FOR,FR_HH,BORN_IT,99,ALL,ALL,ALL,ALL,2012,89591,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,MA,COUP_FOR,FR_HH,GEN1,99,ALL,ALL,ALL,ALL,2012,235801,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN1_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,MA,COUP_FOR,FR_HH,GEN1_25,99,ALL,ALL,ALL,ALL,2012,23992,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,MA,COUP_FOR,FR_HH,GEN1_50,99,ALL,ALL,ALL,ALL,2012,21268,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,MA,COUP_FOR,FR_HH,GEN1_75,99,ALL,ALL,ALL,ALL,2012,29656,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,MA,COUP_FOR,FR_HH,GEN2,99,ALL,ALL,ALL,ALL,2012,89915,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN2_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,MA,COUP_FOR,FR_HH,TIMERES_A,99,ALL,ALL,ALL,ALL,2012,55787,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,MA,COUP_FOR,FR_HH,TIMERES_B,99,ALL,ALL,ALL,ALL,2012,119603,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,MA,COUP_FOR,FR_HH,TIMERES_C,99,ALL,ALL,ALL,ALL,2012,135651,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,RO,COUP_FOR,FR_HH,ALL,99,ALL,ALL,ALL,ALL,2012,854945,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,RO,COUP_FOR,FR_HH,BORN_IT,99,ALL,ALL,ALL,ALL,2012,73677,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,RO,COUP_FOR,FR_HH,GEN1,99,ALL,ALL,ALL,ALL,2012,627921,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN1_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,RO,COUP_FOR,FR_HH,GEN1_25,99,ALL,ALL,ALL,ALL,2012,52693,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,RO,COUP_FOR,FR_HH,GEN1_50,99,ALL,ALL,ALL,ALL,2012,54911,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,RO,COUP_FOR,FR_HH,GEN1_75,99,ALL,ALL,ALL,ALL,2012,44427,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,RO,COUP_FOR,FR_HH,GEN2,99,ALL,ALL,ALL,ALL,2012,74993,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN2_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,RO,COUP_FOR,FR_HH,TIMERES_A,99,ALL,ALL,ALL,ALL,2012,183679,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,RO,COUP_FOR,FR_HH,TIMERES_B,99,ALL,ALL,ALL,ALL,2012,460286,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,RO,COUP_FOR,FR_HH,TIMERES_C,99,ALL,ALL,ALL,ALL,2012,137304,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,ALL,99,ALL,ALL,ALL,ALL,2012,4036715,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,BORN_IT,99,ALL,ALL,ALL,ALL,2012,567743,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,GEN1,99,ALL,ALL,ALL,ALL,2012,2706207,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN1_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,GEN1_25,99,ALL,ALL,ALL,ALL,2012,268755,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,GEN1_50,99,ALL,ALL,ALL,ALL,2012,243537,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,GEN1_75,99,ALL,ALL,ALL,ALL,2012,235348,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,GEN2,99,ALL,ALL,ALL,ALL,2012,582868,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN2_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,TIMERES_A,99,ALL,ALL,ALL,ALL,2012,657017,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,TIMERES_B,99,ALL,ALL,ALL,ALL,2012,1521917,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR,9,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,TIMERES_C,99,ALL,ALL,ALL,ALL,2012,1290039,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,AL,COUP_FOR,FR_HH,ALL,99,ALL,ALL,ALL,ALL,2012,100,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,AL,COUP_FOR,FR_HH,BORN_IT,99,ALL,ALL,ALL,ALL,2012,18.9,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,AL,COUP_FOR,FR_HH,GEN1,99,ALL,ALL,ALL,ALL,2012,58.5,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN1_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,AL,COUP_FOR,FR_HH,GEN1_25,99,ALL,ALL,ALL,ALL,2012,10.9,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,AL,COUP_FOR,FR_HH,GEN1_50,99,ALL,ALL,ALL,ALL,2012,6.5,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,AL,COUP_FOR,FR_HH,GEN1_75,99,ALL,ALL,ALL,ALL,2012,5.2,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,AL,COUP_FOR,FR_HH,GEN2,99,ALL,ALL,ALL,ALL,2012,19,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN2_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,AL,COUP_FOR,FR_HH,TIMERES_A,99,ALL,ALL,ALL,ALL,2012,13.2,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,AL,COUP_FOR,FR_HH,TIMERES_B,99,ALL,ALL,ALL,ALL,2012,28.4,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
