DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,AGE,CITIZENSHIP,TYPE_OF_COUPLE,HOUSEHOLD_TYPOLOGY,PRESENCE_IN_ITALY,EDU_LEV_HIGHEST,LABOUR_PROFESS_STATUS,LANGUAGE,SATISFACTION_LIFE_WORK,DISCRIMINATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_AGE,NOTE_CITIZENSHIP,NOTE_TYPE_OF_COUPLE,NOTE_HOUSEHOLD_TYPOLOGY,NOTE_PRESENCE_IN_ITALY,NOTE_EDU_LEV_HIGHEST,NOTE_LABOUR_PROFESS_STATUS,NOTE_LANGUAGE,NOTE_SATISFACTION_LIFE_WORK,NOTE_DISCRIMINATION,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:29_956_DF_DCIS_CV_STRA_4(1.0),A,ITC,NFOR_6HIGH_PERCLE,9,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,ALL,29,ALL,ALL,ALL,ALL,2012,27,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_4(1.0),A,ITC,NFOR_6HIGH_PERCLE,9,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,ALL,67,ALL,ALL,ALL,ALL,2012,36.8,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_4(1.0),A,ITC,NFOR_6HIGH_PERCLE,9,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,ALL,99,ALL,ALL,ALL,ALL,2012,100,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_4(1.0),A,ITD,NFOR_6HIGH,1,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,ALL,1,ALL,ALL,ALL,ALL,2012,75099,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_4(1.0),A,ITD,NFOR_6HIGH,1,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,ALL,11,ALL,ALL,ALL,ALL,2012,38448,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_4(1.0),A,ITD,NFOR_6HIGH,1,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,ALL,2,ALL,ALL,ALL,ALL,2012,43550,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_4(1.0),A,ITD,NFOR_6HIGH,1,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,ALL,29,ALL,ALL,ALL,ALL,2012,127144,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_4(1.0),A,ITD,NFOR_6HIGH,1,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,ALL,67,ALL,ALL,ALL,ALL,2012,170389,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_4(1.0),A,ITD,NFOR_6HIGH,1,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,ALL,99,ALL,ALL,ALL,ALL,2012,454630,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_4(1.0),A,ITD,NFOR_6HIGH,2,TOTAL,WRL_X_ITA,COUP_FOR,FR_HH,ALL,1,ALL,ALL,ALL,ALL,2012,73188,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
