DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,MOSTREL_CCITENSHIP,ACQUISITION_PROCESS,AGE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_MOSTREL_CCITENSHIP,NOTE_ACQUISITION_PROCESS,NOTE_AGE,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y20-29,2016,356,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y20-29,2017,392,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y20-29,2018,367,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y20-29,2019,240,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y20-29,2020,125,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y20-29,2021,202,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y20-29,2022,151,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y20-29,2023,354,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y30-39,2014,1346,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y30-39,2015,1202,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y30-39,2016,1328,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y30-39,2017,1364,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y30-39,2018,1525,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y30-39,2019,1024,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y30-39,2020,851,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y30-39,2021,912,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y30-39,2022,1119,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y30-39,2023,1722,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y40-49,2014,915,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y40-49,2015,649,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y40-49,2016,738,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y40-49,2017,962,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y40-49,2018,1026,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y40-49,2019,788,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y40-49,2020,652,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y40-49,2021,781,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y40-49,2022,1038,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y40-49,2023,1448,,,,,,,,,,,
IT1:29_849_DF_DCIS_ACQCITIZ_1(1.0),A,IT,ACQCITIZ,1,WORLD,MAT,Y50-59,2014,344,,,,,,,,,,,
